task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	0e/0019fc	2030271	run_tasks:CREATE_PSMS (2)	FAILED	186	2025-05-07 18:38:56.608	6s	4.9s	-	-	-	-	-
11	04/21ba6e	2030281	run_tasks:CREATE_PSMS (11)	FAILED	186	2025-05-07 18:39:03.472	9.2s	5s	-	-	-	-	-
12	16/22bc9d	2030282	run_tasks:CREATE_PSMS (12)	COMPLETED	0	2025-05-07 18:39:13.177	7m 24s	7m 17s	56.8%	415.2 MB	582.1 MB	83.3 GB	1.8 GB
7	60/f146eb	2030277	run_tasks:CREATE_PSMS (7)	COMPLETED	0	2025-05-07 18:39:00.302	24m 37s	24m 34s	44.4%	1.4 GB	1.6 GB	467.6 GB	6.7 GB
15	0c/3227d1	2030306	run_tasks:CREATE_PSMS (15)	FAILED	186	2025-05-07 19:03:38.262	9.4s	4.5s	-	-	-	-	-
14	66/70fa8e	2030307	run_tasks:CREATE_PSMS (14)	FAILED	186	2025-05-07 19:03:48.268	4.4s	17ms	-	-	-	-	-
17	78/ec7bf4	2030308	run_tasks:CREATE_PSMS (17)	FAILED	186	2025-05-07 19:03:53.433	9.3s	5s	-	-	-	-	-
5	56/11a017	2030275	run_tasks:CREATE_PSMS (5)	COMPLETED	0	2025-05-07 18:38:59.171	26m 19s	26m 16s	44.0%	1.6 GB	1.8 GB	482.2 GB	7.4 GB
6	4c/64ecea	2030276	run_tasks:CREATE_PSMS (6)	COMPLETED	0	2025-05-07 18:38:59.717	38m 48s	38m 42s	46.9%	3.2 GB	3.4 GB	710 GB	10.5 GB
10	23/3f651f	2030280	run_tasks:CREATE_PSMS (10)	COMPLETED	0	2025-05-07 18:39:01.901	39m 26s	39m 21s	45.5%	3.2 GB	3.4 GB	704.7 GB	10.4 GB
9	0c/8bdef0	2030279	run_tasks:CREATE_PSMS (9)	COMPLETED	0	2025-05-07 18:39:01.374	40m 41s	40m 35s	43.6%	3.3 GB	3.5 GB	702.1 GB	9.9 GB
3	53/2690ed	2030273	run_tasks:CREATE_PSMS (3)	COMPLETED	0	2025-05-07 18:38:57.964	48m 5s	47m 58s	52.7%	1.5 GB	1.7 GB	508 GB	12.1 GB
8	b2/6b14bd	2030278	run_tasks:CREATE_PSMS (8)	COMPLETED	0	2025-05-07 18:39:00.870	49m 2s	48m 55s	45.3%	2.5 GB	2.6 GB	983.1 GB	13.7 GB
18	3c/fc7a32	2030310	run_tasks:CREATE_PSMS (18)	COMPLETED	0	2025-05-07 19:05:19.316	37m 13s	37m 7s	46.2%	2.2 GB	2.3 GB	734 GB	9.3 GB
16	2f/a467d8	2030309	run_tasks:CREATE_PSMS (16)	COMPLETED	0	2025-05-07 19:04:03.201	44m 35s	44m 27s	57.2%	1.3 GB	1.5 GB	507.3 GB	12.2 GB
20	79/8c4b51	2030330	run_tasks:CREATE_PSMS (20)	COMPLETED	0	2025-05-07 19:18:28.355	35m 19s	35m 14s	58.3%	1.1 GB	1.2 GB	426.4 GB	8.9 GB
21	95/da38a3	2030331	run_tasks:CREATE_PSMS (21)	COMPLETED	0	2025-05-07 19:19:43.356	34m 14s	34m 10s	47.8%	2.1 GB	2.2 GB	706.9 GB	9 GB
19	2e/32f81c	2030329	run_tasks:CREATE_PSMS (19)	COMPLETED	0	2025-05-07 19:17:48.348	47m 5s	46m 56s	54.4%	1.4 GB	1.6 GB	512.6 GB	12.3 GB
24	2c/d5888a	2030342	run_tasks:CREATE_PSMS (24)	COMPLETED	0	2025-05-07 19:42:33.482	36m 14s	36m 9s	52.3%	2.5 GB	2.6 GB	820.2 GB	8.1 GB
22	09/cac1fe	2030335	run_tasks:CREATE_PSMS (22)	COMPLETED	0	2025-05-07 19:27:03.300	56m 50s	56m 42s	61.6%	3.7 GB	4.4 GB	642.1 GB	13.1 GB
26	7d/cba79a	2030350	run_tasks:CREATE_PSMS (26)	COMPLETED	0	2025-05-07 19:53:48.370	34m 5s	33m 55s	57.2%	1.6 GB	1.8 GB	389.3 GB	7.8 GB
27	32/1282d7	2030351	run_tasks:CREATE_PSMS (27)	COMPLETED	0	2025-05-07 19:53:58.453	34m 9s	34m 2s	65.1%	1.9 GB	2 GB	458.9 GB	6.4 GB
32	5b/a867b6	2030360	run_tasks:CREATE_PSMS (32)	FAILED	186	2025-05-07 20:28:08.508	4.4s	2ms	-	-	-	-	-
25	a6/31a235	2030346	run_tasks:CREATE_PSMS (25)	COMPLETED	0	2025-05-07 19:48:38.411	40m	39m 51s	53.7%	1 GB	1.2 GB	436.1 GB	10.3 GB
4	a4/85dd9a	2030274	run_tasks:CREATE_PSMS (4)	COMPLETED	0	2025-05-07 18:38:58.585	2h 5m 34s	2h 5m 27s	60.5%	3 GB	3.1 GB	1.5 TB	27.5 GB
1	45/23a2f7	2030272	run_tasks:CREATE_PSMS (1)	COMPLETED	0	2025-05-07 18:38:57.419	2h 6m 36s	2h 6m 31s	60.5%	3 GB	3.2 GB	1.6 TB	27.8 GB
33	84/6f48d1	2030361	run_tasks:CREATE_PSMS (33)	COMPLETED	0	2025-05-07 20:28:13.414	30m 20s	30m 11s	59.0%	1.1 GB	1.3 GB	364.5 GB	7.3 GB
13	e6/28bcf9	2030284	run_tasks:CREATE_PSMS (13)	COMPLETED	0	2025-05-07 18:46:38.373	2h 12m 10s	2h 12m 3s	58.6%	2.9 GB	3.1 GB	1.6 TB	28.6 GB
38	7a/4e3f4b	2030377	run_tasks:CREATE_PSMS (38)	FAILED	186	2025-05-07 20:58:48.841	4.4s	2ms	-	-	-	-	-
29	f2/a477c5	2030355	run_tasks:CREATE_PSMS (29)	COMPLETED	0	2025-05-07 20:18:48.489	46m 10s	46m 5s	55.7%	1.3 GB	1.5 GB	513.1 GB	12.6 GB
35	17/11eeb6	2030366	run_tasks:CREATE_PSMS (35)	COMPLETED	0	2025-05-07 20:44:33.603	24m 15s	24m 12s	59.9%	1.1 GB	1.3 GB	292.6 GB	5.4 GB
31	11/4c86af	2030359	run_tasks:CREATE_PSMS (31)	COMPLETED	0	2025-05-07 20:27:53.893	52m 14s	52m 9s	62.6%	3.7 GB	4.2 GB	607.8 GB	12.4 GB
37	a4/9a7efa	2030367	run_tasks:CREATE_PSMS (37)	COMPLETED	0	2025-05-07 20:45:33.613	34m 45s	34m 38s	65.0%	1.9 GB	2 GB	461.1 GB	6.4 GB
28	fa/255d2d	2030354	run_tasks:CREATE_PSMS (28)	COMPLETED	0	2025-05-07 20:04:53.414	1h 15m 30s	1h 15m 24s	61.4%	1.6 GB	1.8 GB	1001.4 GB	16.1 GB
30	8c/314747	2030356	run_tasks:CREATE_PSMS (30)	COMPLETED	0	2025-05-07 20:23:53.546	57m	56m 53s	62.4%	3.7 GB	4.5 GB	651.1 GB	13.3 GB
34	57/14a86c	2030362	run_tasks:CREATE_PSMS (34)	COMPLETED	0	2025-05-07 20:28:38.480	56m	55m 54s	63.1%	3.7 GB	4.4 GB	650.7 GB	13.4 GB
36	43/6482e0	2030375	run_tasks:CREATE_PSMS (36)	COMPLETED	0	2025-05-07 20:58:33.977	31m 34s	31m 31s	56.1%	2.4 GB	2.6 GB	775.6 GB	7.5 GB
23	7a/76ad45	2030336	run_tasks:CREATE_PSMS (23)	COMPLETED	0	2025-05-07 19:28:03.483	2h 5m 20s	2h 5m 15s	61.0%	2.9 GB	3.1 GB	1.6 TB	28.8 GB
45	10/7b6e51	2030394	run_tasks:CREATE_PSMS (45)	COMPLETED	0	2025-05-07 21:20:54.196	15m 29s	15m 23s	58.5%	1 GB	1.2 GB	174.6 GB	3.7 GB
46	36/e11466	2030397	run_tasks:CREATE_PSMS (46)	COMPLETED	0	2025-05-07 21:24:38.965	12m 44s	12m 42s	58.4%	836.5 MB	1005.5 MB	147.7 GB	3.1 GB
40	17/847ffa	2030378	run_tasks:CREATE_PSMS (40)	COMPLETED	0	2025-05-07 20:58:53.800	42m 20s	42m 12s	56.1%	1.5 GB	1.7 GB	1.2 TB	10 GB
39	ae/49b756	2030382	run_tasks:CREATE_PSMS (39)	COMPLETED	0	2025-05-07 21:04:58.847	43m 15s	43m 10s	56.2%	1.8 GB	2 GB	1.2 TB	10.2 GB
42	00/290131	2030391	run_tasks:CREATE_PSMS (42)	COMPLETED	0	2025-05-07 21:20:09.005	41m 19s	41m 11s	57.3%	1.1 GB	1.3 GB	486.3 GB	10.5 GB
48	78/4ee32f	2030400	run_tasks:CREATE_PSMS (48)	COMPLETED	0	2025-05-07 21:30:09.429	33m 9s	33m 4s	52.1%	2.2 GB	2.3 GB	761.7 GB	7.2 GB
47	f0/25cfa9	2030403	run_tasks:CREATE_PSMS (47)	COMPLETED	0	2025-05-07 21:33:23.919	33m 24s	33m 16s	46.7%	1.9 GB	2.1 GB	684.9 GB	8.7 GB
54	a1/8ee380	2030421	run_tasks:CREATE_PSMS (54)	COMPLETED	0	2025-05-07 22:03:18.986	9m 44s	9m 38s	57.9%	260.5 MB	429.2 MB	118.6 GB	1.9 GB
49	ce/082771	2030406	run_tasks:CREATE_PSMS (49)	COMPLETED	0	2025-05-07 21:36:23.926	36m 59s	36m 56s	61.3%	1.9 GB	2 GB	459.3 GB	6.4 GB
44	5c/1d81a1	2030393	run_tasks:CREATE_PSMS (44)	COMPLETED	0	2025-05-07 21:20:24.149	54m 29s	54m 22s	63.1%	3.7 GB	4.4 GB	638.3 GB	13.1 GB
50	9e/7db3c5	2030407	run_tasks:CREATE_PSMS (50)	COMPLETED	0	2025-05-07 21:37:23.959	38m 24s	38m 18s	55.7%	1018.5 MB	1.2 GB	433.9 GB	9.8 GB
43	d4/5f814c	2030392	run_tasks:CREATE_PSMS (43)	COMPLETED	0	2025-05-07 21:20:18.967	56m 4s	55m 58s	60.8%	3.7 GB	4.4 GB	629.8 GB	13.1 GB
57	a8/aa7301	2030465	run_tasks:CREATE_PSMS (57)	COMPLETED	0	2025-05-07 22:13:23.949	10m 4s	9m 59s	53.0%	231.8 MB	400.2 MB	111.1 GB	1.8 GB
52	5f/955d8d	2030413	run_tasks:CREATE_PSMS (52)	COMPLETED	0	2025-05-07 21:48:13.998	35m 24s	35m 19s	59.0%	1.9 GB	2.1 GB	403.7 GB	8.2 GB
41	2f/c277f9	2030385	run_tasks:CREATE_PSMS (41)	COMPLETED	0	2025-05-07 21:08:48.856	1h 15m	1h 14m 54s	62.0%	1.6 GB	1.8 GB	1012.8 GB	16.5 GB
51	1b/582565	2030410	run_tasks:CREATE_PSMS (51)	COMPLETED	0	2025-05-07 21:41:13.905	1h 7m 20s	1h 7m 15s	63.7%	2.2 GB	2.4 GB	917.4 GB	14.4 GB
53	de/579985	2030420	run_tasks:CREATE_PSMS (53)	COMPLETED	0	2025-05-07 22:01:29.032	47m 39s	47m 34s	64.0%	3 GB	3.1 GB	590.2 GB	10.7 GB
59	d0/c009a8	2030467	run_tasks:CREATE_PSMS (59)	COMPLETED	0	2025-05-07 22:15:50.163	34m 3s	33m 57s	45.7%	2 GB	2.2 GB	655.9 GB	8.5 GB
56	c9/60d0b0	2030464	run_tasks:CREATE_PSMS (56)	COMPLETED	0	2025-05-07 22:13:03.912	46m 20s	46m 14s	52.4%	1.8 GB	2 GB	1.1 TB	10.4 GB
65	23/5277ba	2030484	run_tasks:CREATE_PSMS (65)	COMPLETED	0	2025-05-07 22:49:09.063	11m 24s	11m 19s	49.8%	596 MB	763.9 MB	112 GB	2.2 GB
55	88/7018b9	2030424	run_tasks:CREATE_PSMS (55)	COMPLETED	0	2025-05-07 22:06:48.990	1h 10s	1h 2s	49.7%	3.4 GB	3.6 GB	1.3 TB	13.8 GB
68	64/7f63ae	2030490	run_tasks:CREATE_PSMS (68)	COMPLETED	0	2025-05-07 23:00:34.012	9m 29s	9m 25s	60.1%	600.8 MB	769.2 MB	112.6 GB	2.2 GB
62	a0/81d28d	2030472	run_tasks:CREATE_PSMS (62)	COMPLETED	0	2025-05-07 22:23:28.947	47m 55s	47m 50s	61.7%	2.9 GB	3.1 GB	575.8 GB	10.3 GB
58	16/1bc8cb	2030466	run_tasks:CREATE_PSMS (58)	COMPLETED	0	2025-05-07 22:14:54.064	58m 50s	58m 44s	60.1%	3.7 GB	4.5 GB	648.4 GB	13.3 GB
64	96/e465ea	2030474	run_tasks:CREATE_PSMS (64)	COMPLETED	0	2025-05-07 22:23:49.029	50m 4s	49m 58s	43.8%	3.2 GB	3.4 GB	863.2 GB	14.9 GB
60	03/3a7e54	2030469	run_tasks:CREATE_PSMS (60)	COMPLETED	0	2025-05-07 22:16:24.114	58m 34s	58m 30s	60.5%	3.7 GB	4.5 GB	649.2 GB	13.2 GB
69	32/e9e28a	2030499	run_tasks:CREATE_PSMS (69)	COMPLETED	0	2025-05-07 23:06:59.127	9m 34s	9m 30s	58.4%	597 MB	764.3 MB	111.4 GB	2.2 GB
63	5a/bb4c38	2030483	run_tasks:CREATE_PSMS (63)	COMPLETED	0	2025-05-07 22:48:34.049	32m 44s	32m 40s	61.8%	2.6 GB	2.7 GB	378.8 GB	6.9 GB
71	cd/a489f9	2030503	run_tasks:CREATE_PSMS (71)	COMPLETED	0	2025-05-07 23:11:24.067	14m 24s	14m 21s	57.7%	449.9 MB	616.2 MB	173.1 GB	3.5 GB
66	72/89e97d	2030486	run_tasks:CREATE_PSMS (66)	COMPLETED	0	2025-05-07 22:49:54.098	36m 19s	36m 12s	56.5%	1.5 GB	1.7 GB	403.9 GB	8 GB
74	40/ed7fa6	2030510	run_tasks:CREATE_PSMS (74)	COMPLETED	0	2025-05-07 23:14:59.325	13m 44s	13m 36s	60.5%	439.4 MB	607.8 MB	171.8 GB	3.6 GB
75	ca/7d8651	2030513	run_tasks:CREATE_PSMS (75)	FAILED	51	2025-05-07 23:16:34.076	20m 9s	20m 5s	-	-	-	-	-
61	2d/2ac685	2030473	run_tasks:CREATE_PSMS (61)	COMPLETED	0	2025-05-07 22:23:39.012	1h 14m 35s	1h 14m 26s	61.9%	1.7 GB	1.9 GB	991.8 GB	15.7 GB
70	bf/582df4	2030501	run_tasks:CREATE_PSMS (70)	COMPLETED	0	2025-05-07 23:10:04.086	33m 34s	33m 27s	58.8%	1.5 GB	1.6 GB	394.1 GB	7.8 GB
67	54/9b8fde	2030489	run_tasks:CREATE_PSMS (67)	COMPLETED	0	2025-05-07 22:59:24.086	46m 9s	46m 6s	54.2%	2.1 GB	2.2 GB	1.2 TB	10.2 GB
72	0b/64bf96	2030506	run_tasks:CREATE_PSMS (72)	COMPLETED	0	2025-05-07 23:13:44.540	33m 14s	33m 6s	61.2%	1.9 GB	2 GB	393.4 GB	7.4 GB
76	0c/15b3f6	2030518	run_tasks:CREATE_PSMS (76)	COMPLETED	0	2025-05-07 23:21:19.126	27m 24s	27m 21s	59.0%	1.1 GB	1.3 GB	335.6 GB	6.3 GB
73	97/5f565c	2030507	run_tasks:CREATE_PSMS (73)	COMPLETED	0	2025-05-07 23:13:54.210	36m 59s	36m 52s	48.1%	1.8 GB	2 GB	778.9 GB	10.5 GB
78	13/d05c0f	2030525	run_tasks:CREATE_PSMS (78)	COMPLETED	0	2025-05-07 23:25:49.073	30m	29m 53s	61.5%	1.5 GB	1.7 GB	367.2 GB	7.5 GB
77	d7/818615	2030526	run_tasks:CREATE_PSMS (77)	COMPLETED	0	2025-05-07 23:26:14.108	34m 4s	34m	53.7%	1 GB	1.2 GB	377.1 GB	7.1 GB
79	51/f28b3f	2030528	run_tasks:CREATE_PSMS (79)	COMPLETED	0	2025-05-07 23:28:44.135	32m 44s	32m 36s	55.9%	1.2 GB	1.3 GB	367.6 GB	7.1 GB
85	7d/3872c4	2030541	run_tasks:CREATE_PSMS (85)	COMPLETED	0	2025-05-07 23:46:59.137	25m 34s	25m 28s	61.7%	1.1 GB	1.3 GB	325.5 GB	6.1 GB
83	57/e6113f	2030540	run_tasks:CREATE_PSMS (83)	COMPLETED	0	2025-05-07 23:45:34.124	27m 49s	27m 47s	57.1%	611.1 MB	778.8 MB	342.2 GB	6.3 GB
82	dd/9b551d	2030538	run_tasks:CREATE_PSMS (82)	COMPLETED	0	2025-05-07 23:43:39.098	32m 35s	32m 31s	58.9%	1.6 GB	1.8 GB	380.9 GB	7.4 GB
84	ad/42aac3	2030543	run_tasks:CREATE_PSMS (84)	COMPLETED	0	2025-05-07 23:48:44.210	30m 49s	30m 42s	61.7%	1.6 GB	1.8 GB	382.4 GB	7.6 GB
91	40/f277d0	2030555	run_tasks:CREATE_PSMS (91)	COMPLETED	0	2025-05-08 00:13:24.121	8m	7m 55s	39.0%	555.5 MB	722.9 MB	128.8 GB	1.6 GB
86	90/ba043b	2030546	run_tasks:CREATE_PSMS (86)	COMPLETED	0	2025-05-07 23:50:54.192	32m 49s	32m 45s	60.6%	1.7 GB	1.9 GB	390.6 GB	7.7 GB
88	b6/29ea1d	2030549	run_tasks:CREATE_PSMS (88)	COMPLETED	0	2025-05-08 00:00:19.189	23m 34s	23m 30s	57.1%	1 GB	1.2 GB	268.2 GB	5 GB
87	62/871ca0	2030548	run_tasks:CREATE_PSMS (87)	COMPLETED	0	2025-05-07 23:55:49.183	29m 39s	29m 36s	57.3%	1 GB	1.2 GB	348.3 GB	6.7 GB
94	6f/b87241	2030565	run_tasks:CREATE_PSMS (94)	COMPLETED	0	2025-05-08 00:23:44.226	9m 9s	9m 4s	55.6%	308.3 MB	475.9 MB	107 GB	1.9 GB
98	08/5bd0f7	2030569	run_tasks:CREATE_PSMS (98)	FAILED	186	2025-05-08 00:32:54.308	9.4s	5s	-	-	-	-	-
99	f7/b502b2	2030570	run_tasks:CREATE_PSMS (99)	FAILED	186	2025-05-08 00:33:04.198	4.5s	2ms	-	-	-	-	-
100	47/633778	2030571	run_tasks:CREATE_PSMS (100)	FAILED	186	2025-05-08 00:33:09.216	4.5s	3ms	-	-	-	-	-
102	f7/ebfd6c	2030572	run_tasks:CREATE_PSMS (102)	FAILED	186	2025-05-08 00:33:14.280	4.4s	4ms	-	-	-	-	-
101	ab/138142	2030573	run_tasks:CREATE_PSMS (101)	FAILED	186	2025-05-08 00:33:19.311	9.4s	5s	-	-	-	-	-
103	b4/6b7935	2030574	run_tasks:CREATE_PSMS (103)	FAILED	186	2025-05-08 00:33:29.235	4.7s	57ms	-	-	-	-	-
96	b6/7f2e26	2030566	run_tasks:CREATE_PSMS (96)	COMPLETED	0	2025-05-08 00:23:54.170	10m 35s	10m 29s	44.4%	1.1 GB	1.3 GB	170.9 GB	2.3 GB
95	bf/9f96a8	2030564	run_tasks:CREATE_PSMS (95)	COMPLETED	0	2025-05-08 00:21:24.170	14m	13m 52s	41.9%	884.6 MB	1 GB	249.1 GB	3 GB
105	9f/6cc0fe	2030576	run_tasks:CREATE_PSMS (105)	FAILED	51	2025-05-08 00:34:29.332	1m 14s	1m 10s	-	-	-	-	-
107	1e/e2889d	2030578	run_tasks:CREATE_PSMS (107)	FAILED	186	2025-05-08 00:35:44.241	9.5s	5s	-	-	-	-	-
92	50/33bf7d	2030559	run_tasks:CREATE_PSMS (92)	COMPLETED	0	2025-05-08 00:16:14.169	21m 25s	21m 22s	60.9%	1.1 GB	1.2 GB	264.2 GB	4.8 GB
90	ca/814b4d	2030550	run_tasks:CREATE_PSMS (90)	COMPLETED	0	2025-05-08 00:01:29.156	37m 5s	36m 59s	58.0%	1.8 GB	2 GB	423 GB	8.4 GB
